,"Average Weekly Hours of All Employees, Total Private",Value of Manufacturers' New Orders for Consumer Goods: Consumer Durable Goods Industries,"Vendor Performance, Percent Reporting Slower Deliveries for United States",Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,New Private Housing Units Authorized by Building Permits,University of Michigan: Consumer Sentiment,Average Weeks Unemployed,"Commercial and Industrial Loans, All Commercial Banks",Manufacturers: Inventories to Sales Ratio,Bank Prime Loan Rate,"All Employees, Total Nonfarm",Personal Income,Industrial Production Index,"Manufacturing and Trade Sales, Total for United States"
1919-01-01,,,,,,,,,,,,,5.0124,
1919-02-01,,,,,,,,,,,,,4.7908,
1919-03-01,,,,,,,,,,,,,4.6524,
1919-04-01,,,,,,,,,,,,,4.7355,
1919-05-01,,,,,,,,,,,,,4.7632,
1919-06-01,,,,,,,,,,,,,5.0678,
1919-07-01,,,,,,,,,,,,,5.3724,
1919-08-01,,,,,,,,,,,,,5.4555,
1919-09-01,,,,,,,,,,,,,5.3447,
1919-10-01,,,,,,,,,,,,,5.2893,
1919-11-01,,,,,,,,,,,,,5.2062,
1919-12-01,,,,,,,,,,,,,5.2893,
1920-01-01,,,,,,,,,,,,,5.7878,
1920-02-01,,,,,,,,,,,,,5.7878,
1920-03-01,,,,,,,,,,,,,5.677,
1920-04-01,,,,,,,,,,,,,5.3724,
1920-05-01,,,,,,,,,,,,,5.5109,
1920-06-01,,,,,,,,,,,,,5.5663,
1920-07-01,,,,,,,,,,,,,5.4278,
1920-08-01,,,,,,,,,,,,,5.4555,
1920-09-01,,,,,,,,,,,,,5.2616,
1920-10-01,,,,,,,,,,,,,5.0401,
1920-11-01,,,,,,,,,,,,,4.6247,
1920-12-01,,,,,,,,,,,,,4.3478,
1921-01-01,,,,,,,,,,,,,4.0985,
1921-02-01,,,,,,,,,,,,,4.0155,
1921-03-01,,,,,,,,,,,,,3.9047,
1921-04-01,,,,,,,,,,,,,3.9047,
1921-05-01,,,,,,,,,,,,,4.0155,
1921-06-01,,,,,,,,,,,,,3.9878,
1921-07-01,,,,,,,,,,,,,3.9601,
1921-08-01,,,,,,,,,,,,,4.0985,
1921-09-01,,,,,,,,,,,,,4.1262,
1921-10-01,,,,,,,,,,,,,4.3755,
1921-11-01,,,,,,,,,,,,,4.3201,
1921-12-01,,,,,,,,,,,,,4.2924,
1922-01-01,,,,,,,,,,,,,4.4585,
1922-02-01,,,,,,,,,,,,,4.6524,
1922-03-01,,,,,,,,,,,,,4.9016,
1922-04-01,,,,,,,,,,,,,4.7355,
1922-05-01,,,,,,,,,,,,,4.9847,
1922-06-01,,,,,,,,,,,,,5.2339,
1922-07-01,,,,,,,,,,,,,5.2339,
1922-08-01,,,,,,,,,,,,,5.1232,
1922-09-01,,,,,,,,,,,,,5.4001,
1922-10-01,,,,,,,,,,,,,5.7047,
1922-11-01,,,,,,,,,,,,,5.9539,
1922-12-01,,,,,,,,,,,,,6.1201,
1923-01-01,,,,,,,,,,,,,5.9816,
1923-02-01,,,,,,,,,,,,,6.0647,
1923-03-01,,,,,,,,,,,,,6.2586,
1923-04-01,,,,,,,,,,,,,6.397,
1923-05-01,,,,,,,,,,,,,6.4801,
1923-06-01,,,,,,,,,,,,,6.4247,
1923-07-01,,,,,,,,,,,,,6.3693,
1923-08-01,,,,,,,,,,,,,6.2586,
1923-09-01,,,,,,,,,,,,,6.1201,
1923-10-01,,,,,,,,,,,,,6.0924,
1923-11-01,,,,,,,,,,,,,6.0924,
1923-12-01,,,,,,,,,,,,,5.9539,
1924-01-01,,,,,,,,,,,,,6.0924,
1924-02-01,,,,,,,,,,,,,6.2032,
1924-03-01,,,,,,,,,,,,,6.0924,
1924-04-01,,,,,,,,,,,,,5.8986,
1924-05-01,,,,,,,,,,,,,5.6493,
1924-06-01,,,,,,,,,,,,,5.4001,
1924-07-01,,,,,,,,,,,,,5.317,
1924-08-01,,,,,,,,,,,,,5.5109,
1924-09-01,,,,,,,,,,,,,5.7047,
1924-10-01,,,,,,,,,,,,,5.8432,
1924-11-01,,,,,,,,,,,,,5.954,
1924-12-01,,,,,,,,,,,,,6.1201,
1925-01-01,,,,,,,,,,,,,6.314,
1925-02-01,,,,,,,,,,,,,6.314,
1925-03-01,,,,,,,,,,,,,6.314,
1925-04-01,,,,,,,,,,,,,6.3693,
1925-05-01,,,,,,,,,,,,,6.3416,
1925-06-01,,,,,,,,,,,,,6.2863,
1925-07-01,,,,,,,,,,,,,6.4524,
1925-08-01,,,,,,,,,,,,,6.3416,
1925-09-01,,,,,,,,,,,,,6.2586,
1925-10-01,,,,,,,,,,,,,6.5078,
1925-11-01,,,,,,,,,,,,,6.6463,
1925-12-01,,,,,,,,,,,,,6.7293,
1926-01-01,,,,,,,,,,,,,6.6186,
1926-02-01,,,,,,,,,,,,,6.6186,
1926-03-01,,,,,,,,,,,,,6.7017,
1926-04-01,,,,,,,,,,,,,6.7017,
1926-05-01,,,,,,,,,,,,,6.6463,
1926-06-01,,,,,,,,,,,,,6.7293,
1926-07-01,,,,,,,,,,,,,6.757,
1926-08-01,,,,,,,,,,,,,6.8401,
1926-09-01,,,,,,,,,,,,,6.9509,
1926-10-01,,,,,,,,,,,,,6.9509,
1926-11-01,,,,,,,,,,,,,6.9232,
1926-12-01,,,,,,,,,,,,,6.8955,
1927-01-01,,,,,,,,,,,,,6.8678,
1927-02-01,,,,,,,,,,,,,6.9232,
1927-03-01,,,,,,,,,,,,,7.0063,
1927-04-01,,,,,,,,,,,,,6.8401,
1927-05-01,,,,,,,,,,,,,6.8955,
1927-06-01,,,,,,,,,,,,,6.8678,
1927-07-01,,,,,,,,,,,,,6.7847,
1927-08-01,,,,,,,,,,,,,6.7847,
1927-09-01,,,,,,,,,,,,,6.674,
1927-10-01,,,,,,,,,,,,,6.5355,
1927-11-01,,,,,,,,,,,,,6.5355,
1927-12-01,,,,,,,,,,,,,6.5632,
1928-01-01,,,,,,,,,,,,,6.7017,
1928-02-01,,,,,,,,,,,,,6.757,
1928-03-01,,,,,,,,,,,,,6.8124,
1928-04-01,,,,,,,,,,,,,6.7847,
1928-05-01,,,,,,,,,,,,,6.8678,
1928-06-01,,,,,,,,,,,,,6.9232,
1928-07-01,,,,,,,,,,,,,7.0063,
1928-08-01,,,,,,,,,,,,,7.1447,
1928-09-01,,,,,,,,,,,,,7.2001,
1928-10-01,,,,,,,,,,,,,7.3386,
1928-11-01,,,,,,,,,,,,,7.477,
1928-12-01,,,,,,,,,,,,,7.6155,
1929-01-01,,,,,,,,,,,,,7.7263,
1929-02-01,,,,,,,,,,,,,7.6986,
1929-03-01,,,,,,,,,,,,,7.7263,
1929-04-01,,,,,,,,,,,,,7.8648,
1929-05-01,,,,,,,,,,,,,8.0032,
1929-06-01,,,,,,,,,,,,,8.0586,
1929-07-01,,,,,,,,,,,,,8.1694,
1929-08-01,,,,,,,,,,,,,8.0863,
1929-09-01,,,,,,,,,,,,,8.0309,
1929-10-01,,,,,,,,,,,,,7.8924,
1929-11-01,,,,,,,,,,,,,7.5047,
1929-12-01,,,,,,,,,,,,,7.1724,
1930-01-01,,,,,,,,,,,,,7.1724,
1930-02-01,,,,,,,,,,,,,7.1447,
1930-03-01,,,,,,,,,,,,,7.034,
1930-04-01,,,,,,,,,,,,,6.9786,
1930-05-01,,,,,,,,,,,,,6.8678,
1930-06-01,,,,,,,,,,,,,6.674,
1930-07-01,,,,,,,,,,,,,6.3693,
1930-08-01,,,,,,,,,,,,,6.2309,
1930-09-01,,,,,,,,,,,,,6.1201,
1930-10-01,,,,,,,,,,,,,5.9539,
1930-11-01,,,,,,,,,,,,,5.8155,
1930-12-01,,,,,,,,,,,,,5.677,
1931-01-01,,,,,,,,,,,,,5.6493,
1931-02-01,,,,,,,,,,,,,5.677,
1931-03-01,,,,,,,,,,,,,5.7878,
1931-04-01,,,,,,,,,,,,,5.8155,
1931-05-01,,,,,,,,,,,,,5.7324,
1931-06-01,,,,,,,,,,,,,5.5939,
1931-07-01,,,,,,,,,,,,,5.5109,
1931-08-01,,,,,,,,,,,,,5.317,
1931-09-01,,,,,,,,,,,,,5.0678,
1931-10-01,,,,,,,,,,,,,4.8739,
1931-11-01,,,,,,,,,,,,,4.8185,
1931-12-01,,,,,,,,,,,,,4.7908,
1932-01-01,,,,,,,,,,,,,4.6524,
1932-02-01,,,,,,,,,,,,,4.5416,
1932-03-01,,,,,,,,,,,,,4.4862,
1932-04-01,,,,,,,,,,,,,4.1816,
1932-05-01,,,,,,,,,,,,,4.0431,
1932-06-01,,,,,,,,,,,,,3.9047,
1932-07-01,,,,,,,,,,,,,3.7939,
1932-08-01,,,,,,,,,,,,,3.9047,
1932-09-01,,,,,,,,,,,,,4.1539,
1932-10-01,,,,,,,,,,,,,4.2924,
1932-11-01,,,,,,,,,,,,,4.2924,
1932-12-01,,,,,,,,,,,,,4.2093,
1933-01-01,,,,,,,,,,,,,4.1262,
1933-02-01,,,,,,,,,,,,,4.1539,
1933-03-01,,,,,,,,,,,,,3.9047,
1933-04-01,,,,,,,,,,,,,4.1816,
1933-05-01,,,,,,,,,,,,,4.8739,
1933-06-01,,,,,,,,,,,,,5.6216,
1933-07-01,,,,,,,,,,,,,6.1478,
1933-08-01,,,,,,,,,,,,,5.8986,
1933-09-01,,,,,,,,,,,,,5.5663,
1933-10-01,,,,,,,,,,,,,5.2893,
1933-11-01,,,,,,,,,,,,,4.9847,
1933-12-01,,,,,,,,,,,,,5.0124,
1934-01-01,,,,,,,,,,,,,5.1785,
1934-02-01,,,,,,,,,,,,,5.4278,
1934-03-01,,,,,,,,,,,,,5.677,
1934-04-01,,,,,,,,,,,,,5.677,
1934-05-01,,,,,,,,,,,,,5.7878,
1934-06-01,,,,,,,,,,,,,5.677,
1934-07-01,,,,,,,,,,,,,5.2893,
1934-08-01,,,,,,,,,,,,,5.2339,
1934-09-01,,,,,,,,,,,,,4.9293,
1934-10-01,,,,,,,,,,,,,5.1509,
1934-11-01,,,,,,,,,,,,,5.2062,
1934-12-01,,,,,,,,,,,,,5.5386,
1935-01-01,,,,,,,,,,,,,5.9816,
1935-02-01,,,,,,,,,,,,,6.0924,
1935-03-01,,,,,,,,,,,,,6.0647,
1935-04-01,,,,,,,,,,,,,5.9539,
1935-05-01,,,,,,,,,,,,,5.9539,
1935-06-01,,,,,,,,,,,,,6.037,
1935-07-01,,,,,,,,,,,,,6.037,
1935-08-01,,,,,,,,,,,,,6.2586,
1935-09-01,,,,,,,,,,,,,6.4247,
1935-10-01,,,,,,,,,,,,,6.6186,
1935-11-01,,,,,,,,,,,,,6.757,
1935-12-01,,,,,,,,,,,,,6.8401,
1936-01-01,,,,,,,,,,,,,6.7293,
1936-02-01,,,,,,,,,,,,,6.5632,
1936-03-01,,,,,,,,,,,,,6.6463,
1936-04-01,,,,,,,,,,,,,7.0617,
1936-05-01,,,,,,,,,,,,,7.2001,
1936-06-01,,,,,,,,,,,,,7.3386,
1936-07-01,,,,,,,,,,,,,7.477,
1936-08-01,,,,,,,,,,,,,7.5878,
1936-09-01,,,,,,,,,,,,,7.7263,
1936-10-01,,,,,,,,,,,,,7.8371,
1936-11-01,,,,,,,,,,,,,8.0586,
1936-12-01,,,,,,,,,,,,,8.3078,
1937-01-01,,,,,,,,,,,,,8.2801,
1937-02-01,,,,,,,,,,,,,8.3909,
1937-03-01,,,,,,,,,,,,,8.5848,
1937-04-01,,,,,,,,,,,,,8.5848,
1937-05-01,,,,,,,,,,,,,8.6125,
1937-06-01,,,,,,,,,,,,,8.5017,
1937-07-01,,,,,,,,,,,,,8.5571,
1937-08-01,,,,,,,,,,,,,8.5017,
1937-09-01,,,,,,,,,,,,,8.2248,
1937-10-01,,,,,,,,,,,,,7.6155,
1937-11-01,,,,,,,,,,,,,6.8678,
1937-12-01,,,,,,,,,,,,,6.2586,
1938-01-01,,,,,,,,,,,,,6.1201,
1938-02-01,,,,,,,,,,,,,6.0647,
1938-03-01,,,,,,,,,,,,,6.0647,
1938-04-01,,,,,,,,,,,,,5.9539,
1938-05-01,,,,,,,,,,,,,5.8155,
1938-06-01,,,,,,,,,,,,,5.8709,
1938-07-01,,,,,,,,,,,,,6.2032,
1938-08-01,,,,,,,,,,,,,6.5355,
1938-09-01,,,,,,,,,,,,,6.7293,
1938-10-01,,,,,,,,,,,,,6.8955,
1938-11-01,,,,,,,,,,,,,7.1724,
1938-12-01,,,,,,,,,,,,,7.2555,
1939-01-01,,,,,,,,,,,29296.0,,7.2555,9839.0
1939-02-01,,,,,,,,,,,29394.0,,7.3109,9875.0
1939-03-01,,,,,,,,,,,29804.0,,7.3386,10483.0
1939-04-01,,,,,,,,,,,29786.0,,7.3109,10156.0
1939-05-01,,,,,,,,,,,30145.0,,7.2832,10423.0
1939-06-01,,,,,,,,,,,30520.0,,7.4494,10594.0
1939-07-01,,,,,,,,,,,30472.0,,7.6709,10448.0
1939-08-01,,,,,,,,,,,30870.0,,7.7817,11045.0
1939-09-01,,,,,,,,,,,31608.0,,8.2525,11659.0
1939-10-01,,,,,,,,,,,31975.0,,8.6678,11509.0
1939-11-01,,,,,,,,,,,31837.0,,8.8894,11796.0
1939-12-01,,,,,,,,,,,32037.0,,8.8894,11586.0
1940-01-01,,,,,,,,,,,30966.0,,8.7786,11502.0
1940-02-01,,,,,,,,,,,30995.0,,8.5017,11587.0
1940-03-01,,,,,,,,,,,31328.0,,8.3078,11390.0
1940-04-01,,,,,,,,,,,31397.0,,8.474,11615.0
1940-05-01,,,,,,,,,,,31738.0,,8.7232,11776.0
1940-06-01,,,,,,,,,,,32016.0,,9.0002,11775.0
1940-07-01,,,,,,,,,,,32019.0,,9.1109,11968.0
1940-08-01,,,,,,,,,,,32586.0,,9.1663,12250.0
1940-09-01,,,,,,,,,,,33379.0,,9.3602,12352.0
1940-10-01,,,,,,,,,,,33806.0,,9.4986,12927.0
1940-11-01,,,,,,,,,,,34000.0,,9.7202,13041.0
1940-12-01,,,,,,,,,,,34653.0,,10.0525,13254.0
1941-01-01,,,,,,,,,,,33833.0,,10.3017,13553.0
1941-02-01,,,,,,,,,,,34119.0,,10.6063,13939.0
1941-03-01,,,,,,,,,,,34592.0,,10.9386,14150.0
1941-04-01,,,,,,,,,,,35197.0,,10.9663,15040.0
1941-05-01,,,,,,,,,,,36062.0,,11.4648,15573.0
1941-06-01,,,,,,,,,,,36736.0,,11.5479,15901.0
1941-07-01,,,,,,,,,,,37262.0,,11.6864,16803.0
1941-08-01,,,,,,,,,,,37799.0,,11.8248,16922.0
1941-09-01,,,,,,,,,,,38354.0,,11.8248,17116.0
1941-10-01,,,,,,,,,,,38407.0,,11.9356,17030.0
1941-11-01,,,,,,,,,,,38293.0,,11.991,16318.0
1941-12-01,,,,,,,,,,,38548.0,,12.1848,17210.0
1942-01-01,,,,,,,,,,,37706.0,,12.4341,17609.0
1942-02-01,,,,,,,,,,,37833.0,,12.6556,17372.0
1942-03-01,,,,,,,,,,,38488.0,,12.7941,17494.0
1942-04-01,,,,,,,,,,,39138.0,,12.4341,18033.0
1942-05-01,,,,,,,,,,,39686.0,,12.4617,17686.0
1942-06-01,,,,,,,,,,,40172.0,,12.4895,18101.0
1942-07-01,,,,,,,,,,,40625.0,,12.7941,19051.0
1942-08-01,,,,,,,,,,,41226.0,,13.1818,18958.0
1942-09-01,,,,,,,,,,,41663.0,,13.4864,19617.0
1942-10-01,,,,,,,,,,,41832.0,,13.9295,19925.0
1942-11-01,,,,,,,,,,,41863.0,,14.2618,19348.0
1942-12-01,,,,,,,,,,,42322.0,,14.5941,20043.0
1943-01-01,,,,,,,,,,,41578.0,,14.7326,20040.0
1943-02-01,,,,,,,,,,,41810.0,,15.1203,21303.0
1943-03-01,,,,,,,,,,,42216.0,,15.231,21533.0
1943-04-01,,,,,,,,,,,42507.0,,15.4249,21658.0
1943-05-01,,,,,,,,,,,42542.0,,15.5356,21342.0
1943-06-01,,,,,,,,,,,42974.0,,15.4526,22337.0
1943-07-01,,,,,,,,,,,42868.0,,15.9233,22288.0
1943-08-01,,,,,,,,,,,42720.0,,16.2557,22780.0
1943-09-01,,,,,,,,,,,42753.0,,16.6711,22286.0
1943-10-01,,,,,,,,,,,42827.0,,16.9203,22069.0
1943-11-01,,,,,,,,,,,42945.0,,17.1418,22724.0
1943-12-01,,,,,,,,,,,43153.0,,16.9203,22695.0
1944-01-01,,,,,,,,,,,42135.0,,17.1141,22765.0
1944-02-01,,,,,,,,,,,42075.0,,17.2526,23426.0
1944-03-01,,,,,,,,,,,42076.0,,17.2249,23588.0
1944-04-01,,,,,,,,,,,41983.0,,17.2249,23043.0
1944-05-01,,,,,,,,,,,41951.0,,17.1142,24147.0
1944-06-01,,,,,,,,,,,42135.0,,17.0588,24340.0
1944-07-01,,,,,,,,,,,42023.0,,17.0311,23717.0
1944-08-01,,,,,,,,,,,41963.0,,17.2526,24678.0
1944-09-01,,,,,,,,,,,41855.0,,17.1418,23723.0
1944-10-01,,,,,,,,,,,41758.0,,17.1972,23868.0
1944-11-01,,,,,,,,,,,41800.0,,17.0588,24273.0
1944-12-01,,,,,,,,,,,42320.0,,17.0034,23943.0
1945-01-01,,,,,,,,,,,41444.0,,16.8372,24964.0
1945-02-01,,,,,,,,,,,41516.0,,16.7818,24844.0
1945-03-01,,,,,,,,,,,41653.0,,16.671,25318.0
1945-04-01,,,,,,,,,,,41393.0,,16.3664,24581.0
1945-05-01,,,,,,,,,,,41249.0,,15.9234,25271.0
1945-06-01,,,,,,,,,,,41276.0,,15.5633,25151.0
1945-07-01,,,,,,,,,,,40909.0,,15.2034,24190.0
1945-08-01,,,,,,,,,,,40544.0,,13.6249,23093.0
1945-09-01,,,,,,,,,,,38680.0,,12.4064,21149.0
1945-10-01,,,,,,,,,,,38659.0,,11.9079,22217.0
1945-11-01,,,,,,,,,,,39110.0,,12.351,22505.0
1945-12-01,,,,,,,,,,,39692.0,,12.4064,23033.0
1946-01-01,,,91.0,,,,,,,,39413.0,,11.714,23352.0
1946-02-01,,,82.0,,,,,,,,38865.0,,11.1325,23177.0
1946-03-01,,,78.0,,,,,,,,40033.0,,12.2956,24107.0
1946-04-01,,,82.0,,,,,,,,40816.0,,12.0741,25474.0
1946-05-01,,,86.0,,,,,,,,41211.0,,11.631,26228.0
1946-06-01,,,81.0,,,,,,,,41763.0,,12.351,26349.0
1946-07-01,,,69.0,,,,,,,,42082.0,,12.7664,27681.0
1946-08-01,,,71.0,,,,,,,,42724.0,,13.2371,28991.0
1946-09-01,,,73.0,,,,,,,,43176.0,,13.4864,28334.0
1946-10-01,,,60.0,,,,,,,,43275.0,,13.7356,29349.0
1946-11-01,,,49.0,,,,,,,,43612.0,,13.8187,31065.0
1946-12-01,,,38.0,,,,,,,,44140.0,,13.9018,31727.0
1947-01-01,,,37.0,,,,,11.2894,,,43108.0,,14.0679,31301.0
1947-02-01,,,42.0,,,,,11.5179,,,43100.0,,14.151,31644.0
1947-03-01,,,34.0,,,,,11.7667,,,43349.0,,14.2341,32001.0
1947-04-01,,,25.0,,,,,12.0269,,,43309.0,,14.1233,32335.0
1947-05-01,,,20.0,,,,,12.2788,,,43392.0,,14.1787,32873.0
1947-06-01,,,24.0,,,,,12.4832,,,43764.0,,14.1787,32787.0
1947-07-01,,,22.0,,,,,12.78,,,43604.0,,14.0956,32998.0
1947-08-01,,,25.0,,,,,13.0822,,,44066.0,,14.1787,32809.0
1947-09-01,,,30.0,,,,,13.3523,,,44591.0,,14.2895,33889.0
1947-10-01,,,31.0,,,,,13.6287,,,44741.0,,14.4279,34936.0
1947-11-01,,,38.0,,,,,13.8998,,,44807.0,,14.6218,35082.0
1947-12-01,,,41.0,,,,,14.2053,,,45514.0,,14.6772,35573.0
1948-01-01,,,35.0,,,,8.9,14.4049,,,44224.0,,14.7603,35850.0
1948-02-01,,,34.0,,,,8.4,14.5635,,,43956.0,,14.788,35855.0
1948-03-01,,,26.0,,,,8.7,14.7454,,,44291.0,,14.6218,35920.0
1948-04-01,,,36.0,,,,8.5,14.9301,,,44082.0,,14.6495,36498.0
1948-05-01,,,31.0,,,,9.1,15.0976,,,44471.0,,14.8987,35815.0
1948-06-01,,,30.0,,,,8.8,15.2158,,,44951.0,,15.0926,36559.0
1948-07-01,,,36.0,,,,8.6,15.2705,,,44989.0,,15.0926,36643.0
1948-08-01,,,36.0,,,,8.8,15.212,,,45338.0,,15.0372,37056.0
1948-09-01,,,38.0,,,,8.5,15.1478,,,45796.0,,14.9264,37000.0
1948-10-01,,,38.0,,,,9.5,15.0945,,,45693.0,,15.0372,36639.0
1948-11-01,,,32.0,,,,7.8,15.0462,,,45588.0,,14.8433,36556.0
1948-12-01,,,17.0,,,,8.1,15.0348,,,46074.0,,14.7049,36642.0
1949-01-01,,,16.0,,,,8.2,14.9254,,2.0,44159.0,,14.5664,
1949-02-01,,,12.0,,,,8.3,14.7874,,2.0,43821.0,,14.428,
1949-03-01,,,10.0,,,,8.3,14.6621,,2.0,43747.0,,14.151,
1949-04-01,,,14.0,,,,8.8,14.5149,,2.0,43881.0,,14.0679,
1949-05-01,,,12.0,,,,9.1,14.3455,,2.0,43636.0,,13.8741,
1949-06-01,,,12.0,,,,10.0,14.1386,,2.0,43668.0,,13.8464,
1949-07-01,,,22.0,,,,10.8,14.0212,,2.0,43352.0,,13.8187,
1949-08-01,,,38.0,,,,11.0,13.923,,2.0,43823.0,,13.9572,
1949-09-01,,,53.0,,,,11.7,13.8246,,2.0,44335.0,,14.0956,
1949-10-01,,,60.0,,,,10.9,13.7376,,2.0,43447.0,,13.5695,
1949-11-01,,,58.0,,,,11.6,13.6548,,2.0,43653.0,,13.9295,
1949-12-01,,,50.0,,,,11.8,13.5957,,2.0,44596.0,,14.1787,
1950-01-01,,,54.0,,,,11.3,13.6493,,2.0,42976.0,,14.4279,
1950-02-01,,,62.0,,,,11.8,13.7957,,2.0,42573.0,,14.4833,
1950-03-01,,,60.0,,,,12.4,13.9531,,2.0,43410.0,,14.9541,
1950-04-01,,,60.0,,,,12.6,14.1119,,2.0,44011.0,,15.4526,
1950-05-01,,,66.0,,,,12.7,14.2519,,2.0,44377.0,,15.8126,
1950-06-01,,,64.0,,,,13.1,14.388,,2.0,45044.0,,16.2834,
1950-07-01,,,88.0,,,,12.5,14.7712,,2.0,45272.0,,16.8095,
1950-08-01,,,94.0,,,,12.2,15.2975,,2.0,46401.0,,17.3357,
1950-09-01,,,96.0,,,,12.2,15.8075,,2.08,47005.0,,17.2249,
1950-10-01,,,88.0,,,,12.3,16.3104,,2.25,47239.0,,17.3357,
1950-11-01,,,87.0,,,,10.7,16.8092,,2.25,47207.0,,17.308,
1950-12-01,,,84.0,,,,10.7,17.3061,,2.25,47931.0,,17.6126,
1951-01-01,,,84.0,,,,10.6,17.7542,,2.44,46686.0,,17.668,
1951-02-01,,,85.0,,,,10.8,18.1862,,2.5,46833.0,,17.7788,
1951-03-01,,,74.0,,,,10.1,18.6363,,2.5,47312.0,,17.8618,
1951-04-01,,,58.0,,,,10.6,19.1031,,2.5,47505.0,,17.8895,
1951-05-01,,,46.0,,,,9.9,19.5512,,2.5,47624.0,,17.8342,
1951-06-01,,,38.0,,,,8.7,20.0031,,2.5,48059.0,,17.7511,
1951-07-01,,,34.0,,,,9.2,20.2509,,2.5,47888.0,,17.4741,
1951-08-01,,,38.0,,,,9.1,20.3672,,2.5,48195.0,,17.308,
1951-09-01,,,50.0,,,,9.1,20.4775,,2.5,48486.0,,17.4188,
1951-10-01,,,50.0,,,,8.9,20.6053,,2.62,48550.0,,17.3911,
